"job_title","company_name","job_city","job_state","min_salary_k","max_salary_k","avg_salary_k","rating","company_age","python_yn","sql_yn","excel_yn","tableau_yn","industry","sector","revenue"
"Data Scientist","Oversight Systems","Atlanta","GA",137,171,154,"4.7",21,1,1,1,0,"Computer Hardware & Software","Information Technology","$25 to $50 million (USD)"
"Data Scientist - Risk","LSQ","Orlando","FL",137,171,154,"4.2",28,1,0,1,1,"Investment Banking & Asset Management","Finance","$100 to $500 million (USD)"
"Data Scientist-Human Resources","MIT Lincoln Laboratory","Lexington","MA",137,171,154,"3.8",73,1,1,0,0,"Aerospace & Defense","Aerospace & Defense","Unknown / Non-Applicable"
"Data Scientist","Kingfisher Systems","McLean","VA",137,171,154,"4.5",19,1,1,0,1,"Federal Agencies","Government","$25 to $50 million (USD)"
"Data Scientist","Formation","San Francisco","CA",137,171,154,"2.8",9,0,0,1,0,"Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable"
"Data Scientist","Analysis Group","Boston","MA",75,131,103,"3.8",43,1,0,1,0,"Consulting","Business Services","$100 to $500 million (USD)"
"Data Scientist / Machine Learning Expert","Novartis","Cambridge","MA",75,131,103,"3.9",28,1,0,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)"
"Data Scientist","Cohere Health","Boston","MA",75,131,103,"5.0",5,1,1,1,0,"IT Services","Information Technology","Unknown / Non-Applicable"
"Senior Research Statistician- Data Scientist","Acuity Insurance","Sheboygan","WI",75,131,103,"4.8",99,0,0,0,0,"Insurance Carriers","Insurance","$1 to $2 billion (USD)"
"Data Engineer","Chef","United States","",75,131,103,"3.6",16,0,1,1,0,"Enterprise Software & Network Solutions","Information Technology","$50 to $100 million (USD)"
"Associate Data Scientist","Puget Sound Energy","Bothell","WA",75,131,103,"3.3",25,0,1,1,0,"Utilities","Oil, Gas, Energy & Utilities","$2 to $5 billion (USD)"
"Business Intelligence Analyst","Sandhills Global","Lincoln","NE",75,131,103,"2.7",46,1,1,1,1,"Enterprise Software & Network Solutions","Information Technology","$50 to $100 million (USD)"
"Data Scientist","Great-Circle Technologies","Chantilly","VA",75,131,103,"2.2",24,1,1,1,0,"Enterprise Software & Network Solutions","Information Technology","$1 to $5 million (USD)"
"Senior Analyst/Data Scientist","Edmunds.com","Santa Monica","CA",75,131,103,"3.4",58,1,1,1,1,"Internet","Information Technology","$100 to $500 million (USD)"
"Data Analyst","Cambridge Associates, LLC","Boston","MA",75,131,103,"3.1",51,1,1,1,0,"Investment Banking & Asset Management","Finance","$100 to $500 million (USD)"
"Machine Learning Engineer","Liberty Mutual Insurance","Portsmouth","NH",75,131,103,"3.4",112,1,0,1,0,"Insurance Carriers","Insurance","$10+ billion (USD)"
"Data Analyst I","Cenlar","Ewing","NJ",75,131,103,"2.6",66,0,1,0,0,"-1","-1","$100 to $500 million (USD)"
"Scientist - Molecular Biology","Arsenal Biosciences","South San Francisco","CA",75,131,103,"5.0",5,0,0,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable"
"Data Scientist","Eversight","Palo Alto","CA",75,131,103,"4.2",11,1,0,0,0,"Enterprise Software & Network Solutions","Information Technology","$10 to $25 million (USD)"
"Computational Scientist, Machine Learning","Pfizer","Cambridge","MA",75,131,103,"4.1",175,1,0,1,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)"
"Senior Data Scientist","Klaviyo","Boston","MA",75,131,103,"4.8",12,0,0,0,0,"Computer Hardware & Software","Information Technology","Unknown / Non-Applicable"
"Data Scientist","Intellectual Ventures","Bellevue","WA",75,131,103,"3.3",24,1,0,1,0,"Investment Banking & Asset Management","Finance","Unknown / Non-Applicable"
"Data Scientist","GovTech","San Francisco","CA",75,131,103,"3.7",8,1,0,1,1,"Federal Agencies","Government","Unknown / Non-Applicable"
"Data Scientist","Quick Base","Cambridge","MA",75,131,103,"4.3",25,1,1,1,1,"Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable"
"Data Analyst","Giving Assistant","San Francisco","CA",75,131,103,"4.8",10,1,1,1,1,"Advertising & Marketing","Business Services","$10 to $25 million (USD)"
"Data Scientist","Takeda","Cambridge","MA",75,131,103,"3.7",243,1,1,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)"
"Data Scientist","Netskope","San Francisco","CA",75,131,103,"4.0",12,1,0,1,0,"Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable"
"Jr. Data Engineer","IT Concepts","Remote","",75,131,103,"4.8",21,0,1,1,0,"IT Services","Information Technology","$10 to $25 million (USD)"
"E-Commerce Data Analyst","iSeatz","New Orleans","LA",75,131,103,"3.5",25,0,1,1,0,"Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable"
"Data Analytics Engineer","Summa Health System","Akron","OH",75,131,103,"3.7",98,0,0,1,1,"Health Care Services & Hospitals","Health Care","$100 to $500 million (USD)"
"Senior Data Scientist","Benson Hill","Saint Louis","MO",75,131,103,"3.5",12,1,0,1,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$1 to $5 million (USD)"
"Product Data Scientist - Ads Data Science","Twitter","San Francisco","CA",75,131,103,"4.1",18,1,0,0,0,"Internet","Information Technology","$2 to $5 billion (USD)"
"Data Scientist","Postmates - Corporate HQ","San Francisco","CA",75,131,103,"3.2",13,1,1,0,0,"Express Delivery Services","Transportation & Logistics","Unknown / Non-Applicable"
"Data Scientist - Intermediate","Envision LLC","Saint Louis","MO",75,131,103,"4.5",30,1,0,1,0,"Staffing & Outsourcing","Business Services","$25 to $50 million (USD)"
"Data Analyst","Swiss Re","Fort Wayne","IN",75,131,103,"3.8",161,1,1,1,0,"Insurance Agencies & Brokerages","Insurance","$10+ billion (USD)"
"Machine Learning Engineer","Systems & Technology Research","Woburn","MA",75,131,103,"4.5",14,1,0,1,0,"Aerospace & Defense","Aerospace & Defense","$100 to $500 million (USD)"
"Data Scientist","iRobot","Bedford","MA",79,131,105,"3.5",34,1,1,0,0,"Consumer Electronics & Appliances Stores","Retail","$1 to $2 billion (USD)"
"Data Scientist","HG Insights","Santa Barbara","CA",79,131,105,"4.2",14,1,1,1,0,"Computer Hardware & Software","Information Technology","Unknown / Non-Applicable"
"Global Data Analyst","Dermalogica","Carson","CA",79,131,105,"3.8",38,0,1,1,1,"Consumer Products Manufacturing","Manufacturing","$100 to $500 million (USD)"
"Data Engineer","Bayview Asset Management","Coral Gables","FL",79,131,105,"3.7",29,1,1,0,0,"Investment Banking & Asset Management","Finance","$100 to $500 million (USD)"
"Data Scientist","Via Transportation","New York","NY",79,131,105,"3.7",12,1,1,0,1,"Internet","Information Technology","Unknown / Non-Applicable"
"Data Scientist","Grid Dynamics","Santa Clara","CA",79,131,105,"4.0",18,1,1,1,1,"Enterprise Software & Network Solutions","Information Technology","$50 to $100 million (USD)"
"Data & Machine Learning Scientist","Tempus Labs","Chicago","IL",79,131,105,"3.3",9,1,1,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable"
"Data Scientist - Machine Learning","CareDx","Brisbane","CA",79,131,105,"2.5",NULL,1,0,1,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable"
"Data Engineer (Remote)","IZEA","Winter Park","FL",79,131,105,"4.2",18,1,1,1,0,"Advertising & Marketing","Business Services","$25 to $50 million (USD)"
"Data Scientist, Applied Machine Learning - Bay Area","Tempus Labs","Redwood City","CA",79,131,105,"3.3",9,1,1,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable"
"Principal Data Scientist","Autodesk","San Francisco","CA",79,131,105,"4.0",42,1,0,1,0,"Computer Hardware & Software","Information Technology","$2 to $5 billion (USD)"
"Business Data Analyst","Caterpillar","Peoria","IL",79,131,105,"3.7",99,0,1,1,1,"Industrial Manufacturing","Manufacturing","$10+ billion (USD)"
"Purification Scientist","New England Biolabs","Ipswich","MA",79,131,105,"4.9",50,0,0,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable"
"Data Analyst","Allied Solutions","Carmel","IN",79,131,105,"3.4",23,1,1,1,1,"Insurance Agencies & Brokerages","Insurance","$100 to $500 million (USD)"
"Data Engineer, Enterprise Analytics","Healthfirst","New York","NY",79,131,105,"3.1",31,1,1,1,0,"Insurance Carriers","Insurance","Unknown / Non-Applicable"
"Data Scientist","The Knot Worldwide","Washington","DC",79,131,105,"3.5",5,1,0,0,0,"Internet","Information Technology","Unknown / Non-Applicable"
"Data Scientist","IFG Companies","New York","NY",79,131,105,"2.9",39,1,1,0,0,"Insurance Carriers","Insurance","Unknown / Non-Applicable"
"Data Scientist 3 (718)","Amyris","Emeryville","CA",79,131,105,"3.3",21,1,0,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)"
"Real World Science, Data Scientist","AstraZeneca","Gaithersburg","MD",79,131,105,"4.0",111,1,1,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)"
"Data Scientist","Powertek","Washington","DC",79,131,105,"3.6",23,0,0,0,0,"IT Services","Information Technology","$25 to $50 million (USD)"
"Data Engineer","Object Partners","Saint Louis","MO",79,131,105,"4.7",28,0,1,0,0,"Consulting","Business Services","$25 to $50 million (USD)"
"Data Scientist - Image and Video Analytics","The Mom Project","Longmont","CO",79,131,105,"4.9",8,1,0,0,0,"Staffing & Outsourcing","Business Services","Unknown / Non-Applicable"
"Data Scientist","Lightspeed Systems","Austin","TX",79,131,105,"4.3",25,1,1,0,0,"Computer Hardware & Software","Information Technology","$25 to $50 million (USD)"
"Data Science Manager, Payment Acceptance - USA","Stripe","San Francisco","CA",79,131,105,"4.0",14,1,1,0,0,"Internet","Information Technology","Unknown / Non-Applicable"
"Data Analyst","Comprehensive Healthcare","Yakima","WA",79,131,105,"2.6",53,0,0,0,0,"Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable"
"Principal Data Scientist - Machine Learning","Constant Contact","Waltham","MA",90,124,107,"3.6",29,1,0,1,0,"Advertising & Marketing","Business Services","Unknown / Non-Applicable"
"Data Scientist / Applied Mathematician","Fullpower Technologies, Inc.","Santa Cruz","CA",79,131,105,"4.5",21,1,1,0,0,"Computer Hardware & Software","Information Technology","$10 to $25 million (USD)"
"Machine Learning Engineer","Klaviyo","Boston","MA",79,131,105,"4.8",12,1,0,0,0,"Computer Hardware & Software","Information Technology","Unknown / Non-Applicable"
"Data Scientist","Mars","United States","",79,131,105,"3.9",113,1,0,0,0,"Food & Beverage Manufacturing","Manufacturing","$10+ billion (USD)"
"Patient Safety- Associate Data Scientist","AstraZeneca","Gaithersburg","MD",79,131,105,"4.0",111,1,1,1,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)"
"Machine Learning Engineer","NuWave Solutions","Springfield","VA",79,131,105,"4.4",25,1,1,0,0,"IT Services","Information Technology","$5 to $10 million (USD)"
"Senior Data Scientist","ManTech","Alexandria","VA",79,131,105,"4.2",56,1,1,0,1,"Research & Development","Business Services","$1 to $2 billion (USD)"
"(Sr.) Data Scientist -","Merrick Bank","Utah","",79,131,105,"3.6",27,1,1,1,0,"Banks & Credit Unions","Finance","Unknown / Non-Applicable"
"Data Scientist","Mathematica Policy Research","Washington","DC",99,132,115,"3.4",38,1,0,1,0,"Consulting","Business Services","$100 to $500 million (USD)"
"Staff Data Scientist - Analytics","Intuit - Data","San Diego","CA",99,132,115,"4.4",41,0,0,0,0,"Computer Hardware & Software","Information Technology","$2 to $5 billion (USD)"
"Data Analytics Engineer","QOMPLX","Reston","VA",99,132,115,"3.5",9,1,1,0,0,"Enterprise Software & Network Solutions","Information Technology","$10 to $25 million (USD)"
"Data Scientist, Kinship - NYC/Portland","Mars","New York","NY",99,132,115,"3.9",113,1,0,0,0,"Food & Beverage Manufacturing","Manufacturing","$10+ billion (USD)"
"Senior Data Scientist","GutCheck","Denver","CO",99,132,115,"3.8",15,0,0,0,0,"Advertising & Marketing","Business Services","$10 to $25 million (USD)"
"Applied Technology Researcher / Data Scientist","Inter-American Development Bank","Washington","DC",99,132,115,"3.5",65,0,0,1,1,"Banks & Credit Unions","Finance","$10+ billion (USD)"
"Data Scientist","Avlino","New Jersey","",99,132,115,"4.9",11,1,0,0,0,"Enterprise Software & Network Solutions","Information Technology","Less than $1 million (USD)"
"Machine Learning Engineer","Stratagem Group","Aurora","CO",99,132,115,"4.4",17,1,1,1,0,"Aerospace & Defense","Aerospace & Defense","Unknown / Non-Applicable"
"Health Data Scientist - Biomedical/Biostats","Evidation","Santa Barbara","CA",99,132,115,"4.1",12,1,0,0,0,"Internet","Information Technology","Unknown / Non-Applicable"
"Senior Data Scientist","Autodesk","San Francisco","CA",99,132,115,"4.0",42,1,1,0,0,"Computer Hardware & Software","Information Technology","$2 to $5 billion (USD)"
"Staff Data Scientist","Intuit - Data","San Diego","CA",99,132,115,"4.4",41,0,0,0,0,"Computer Hardware & Software","Information Technology","$2 to $5 billion (USD)"
"Data Scientist","Tecolote Research","Hill AFB","UT",99,132,115,"3.8",51,1,1,1,1,"Aerospace & Defense","Aerospace & Defense","$50 to $100 million (USD)"
"Sr Data Engineer (Sr BI Developer)","Tivity Health","Chandler","AZ",99,132,115,"3.2",43,0,1,0,0,"Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable"
"Data Engineer","hc1","Indianapolis","IN",99,132,115,"2.9",13,1,1,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10 to $25 million (USD)"
"Lead Data Scientist","HP Inc.","San Diego","CA",99,132,115,"4.1",85,1,0,1,0,"Computer Hardware & Software","Information Technology","Unknown / Non-Applicable"
"Data Scientist","SAIC","Chantilly","VA",99,132,115,"3.7",11,1,0,0,0,"Enterprise Software & Network Solutions","Information Technology","$5 to $10 million (USD)"
"RFP Data Analyst","AllianceBernstein","Nashville","TN",99,132,115,"3.2",57,0,0,1,0,"Investment Banking & Asset Management","Finance","$2 to $5 billion (USD)"
"Data Analyst","Big Huge Games","Timonium","MD",99,132,115,"4.9",11,0,1,1,1,"Video Games","Media","Unknown / Non-Applicable"
"Data Scientist (TS/SCI)","Maxar Technologies","Herndon","VA",99,132,115,"3.5",NULL,1,1,0,0,"Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)"
"Data Engineer","Phantom AI","Burlingame","CA",99,132,115,"5.0",8,1,0,0,0,"Computer Hardware & Software","Information Technology","Unknown / Non-Applicable"
"Data Scientist","Noblis","Reston","VA",99,132,115,"4.0",28,1,1,0,1,"Consulting","Business Services","$100 to $500 million (USD)"
"Data Scientist","Spring Health","New York","NY",99,132,115,"3.6",8,1,1,1,0,"Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable"
"Software Engineer - Data Science","ClearEdge","Annapolis Junction","MD",99,132,115,"4.0",22,1,0,1,0,"Computer Hardware & Software","Information Technology","$5 to $10 million (USD)"
"Data Analyst/Engineer","AllianceBernstein","Nashville","TN",99,132,115,"3.2",57,1,1,1,0,"Investment Banking & Asset Management","Finance","$2 to $5 billion (USD)"
"NGS Scientist","Arsenal Biosciences","South San Francisco","CA",99,132,115,"5.0",5,0,0,1,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable"
"Data Engineer","GetWellNetwork","Bethesda","MD",99,132,115,"4.8",24,1,1,0,0,"Health Care Services & Hospitals","Health Care","$50 to $100 million (USD)"
"Data Scientist","TACG Solutions","Dayton","OH",99,132,115,"4.5",18,1,1,1,1,"Consulting","Business Services","Unknown / Non-Applicable"
"Senior Data Engineer","Scoop","San Francisco","CA",99,132,115,"4.7",9,1,0,0,0,"Internet","Information Technology","Unknown / Non-Applicable"
"Senior Data Scientist","Novetta","Herndon","VA",99,132,115,"4.5",12,1,0,1,0,"Enterprise Software & Network Solutions","Information Technology","$100 to $500 million (USD)"
"Data Engineer","IZEA","Winter Park","FL",99,132,115,"4.2",18,1,1,1,0,"Advertising & Marketing","Business Services","$25 to $50 million (USD)"
"Business Intelligence Analyst","Montway Inc","Schaumburg","IL",99,132,115,"3.4",18,1,1,1,1,"Shipping","Transportation & Logistics","Unknown / Non-Applicable"
"Sr. ML/Data Scientist - AI/NLP/Chatbot","Juniper Networks","Cupertino","CA",99,132,115,"3.8",28,1,0,1,0,"Telecommunications Services","Telecommunications","$2 to $5 billion (USD)"
"Data Scientist","1904labs","Saint Louis","MO",90,109,99,"4.7",8,1,1,0,0,"IT Services","Information Technology","Unknown / Non-Applicable"
"Data Scientist","XSELL Technologies","Chicago","IL",90,109,99,"3.6",10,1,1,0,0,"Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable"
"Data Engineer","IZEA","Winter Park","FL",90,109,99,"4.2",18,1,1,1,0,"Advertising & Marketing","Business Services","$25 to $50 million (USD)"
"Sr. ML/Data Scientist - AI/NLP/Chatbot","Juniper Networks","Cupertino","CA",90,109,99,"3.8",28,1,0,1,0,"Telecommunications Services","Telecommunications","$2 to $5 billion (USD)"
"Data Scientist","Notion Labs","San Francisco","CA",90,109,99,"5.0",8,0,1,0,0,"Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable"
"Senior Data Engineer","Lendio","Lehi","UT",90,109,99,"4.9",13,1,1,0,0,"Lending","Finance","$50 to $100 million (USD)"
"Data Engineer","Direct Agents","Culver City","CA",90,109,99,"4.4",21,1,1,1,0,"Advertising & Marketing","Business Services","$25 to $50 million (USD)"
"Data Scientist","NAVEX Global","Lake Oswego","OR",90,109,99,"3.3",12,1,1,0,1,"Computer Hardware & Software","Information Technology","$100 to $500 million (USD)"
"Machine Learning Engineer","Triplebyte","Remote","",90,109,99,"3.2",9,0,0,0,0,"Computer Hardware & Software","Information Technology","Unknown / Non-Applicable"
"Machine Learning Engineer","Triplebyte","Remote","",90,109,99,"3.2",9,0,0,0,0,"Computer Hardware & Software","Information Technology","Unknown / Non-Applicable"
"Senior Data Engineer","Lendio","Lehi","UT",90,109,99,"4.9",13,1,1,0,0,"Lending","Finance","$50 to $100 million (USD)"
"Data Scientist","Upstart","San Mateo","CA",90,109,99,"4.2",12,1,0,0,0,"Lending","Finance","Unknown / Non-Applicable"
"Data Analyst","Envision LLC","San Francisco","CA",90,109,99,"4.5",30,1,0,0,1,"Staffing & Outsourcing","Business Services","$25 to $50 million (USD)"
"Data Engineer","AppLovin","Palo Alto","CA",90,109,99,"4.8",12,0,0,1,0,"Video Games","Media","Unknown / Non-Applicable"
"Data Integration and Modeling Engineer","ISO New England","Holyoke","MA",90,109,99,"3.8",27,0,1,1,0,"Utilities","Oil, Gas, Energy & Utilities","Unknown / Non-Applicable"
"Tableau Data Engineer 20-0117","Relativity","Chicago","IL",90,109,99,"3.7",23,0,1,1,1,"Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable"
"Senior Data Scientist","Tempo Automation","San Francisco","CA",90,109,99,"3.3",11,1,1,0,1,"Electrical & Electronic Manufacturing","Manufacturing","$5 to $10 million (USD)"
"AI Data Scientist","MITRE","McLean","VA",90,109,99,"3.3",66,1,0,0,0,"Federal Agencies","Government","$1 to $2 billion (USD)"
"Machine Learning Engineer","Expedition Technology, Inc.","Herndon","VA",90,109,99,"5.0",11,1,0,1,0,"Aerospace & Defense","Aerospace & Defense","$10 to $25 million (USD)"
"Research Scientist Patient Preferences (Remote)","Evidera","Bethesda","MD",90,109,99,"3.8",11,0,0,1,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)"
"Data Scientist","Plymouth Rock Assurance","Woodbridge","NJ",90,109,99,"3.4",42,0,1,1,0,"Insurance Carriers","Insurance","$10 to $25 million (USD)"
"Scientist - Biomarker and Flow Cytometry","Crown Bioscience","San Diego","CA",90,109,99,"2.4",18,0,0,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$50 to $100 million (USD)"
"Data Scientist","GNS Healthcare","Cambridge","MA",90,109,99,"2.9",24,0,1,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10 to $25 million (USD)"
"Analytics Manager","OneMagnify","Dearborn","MI",90,109,99,"4.4",57,0,1,1,1,"Advertising & Marketing","Business Services","Unknown / Non-Applicable"
"Data Scientist","SPECTRUM","Maryland Heights","MO",90,109,99,"2.9",8,1,1,1,0,"Cable, Internet & Telephone Providers","Telecommunications","$10+ billion (USD)"
"Staff Scientist- Upstream PD","Advanced BioScience Laboratories","Rockville","MD",90,109,99,"2.7",63,0,0,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$50 to $100 million (USD)"
"Data Engineer","Procore Technologies","Carpinteria","CA",90,109,99,"4.2",22,1,1,1,0,"Computer Hardware & Software","Information Technology","Unknown / Non-Applicable"
"Data Scientist-Human Resources","MIT Lincoln Laboratory","Lexington","MA",91,150,120,"3.8",73,1,1,0,0,"Aerospace & Defense","Aerospace & Defense","Unknown / Non-Applicable"
"Associate Data Scientist","Puget Sound Energy","Bothell","WA",91,150,120,"3.3",25,0,1,1,0,"Utilities","Oil, Gas, Energy & Utilities","$2 to $5 billion (USD)"
"Data Scientist - Statistics, Mid-Career","Pacific Northwest National Laboratory","Richland","WA",91,150,120,"3.7",59,0,0,0,0,"Energy","Oil, Gas, Energy & Utilities","$500 million to $1 billion (USD)"
"Sr Scientist - Extractables & Leachables","Ritedose","Columbia","SC",90,109,99,"3.5",29,0,0,1,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)"
"ELISA RESEARCH SCIENTIST (CV-15)","Covid-19 Search Partners","Hauppauge","NY",90,109,99,"-1",NULL,0,0,0,0,"-1","-1","-1"
"Sr Data Scientist","bioMérieux","Saint Louis","MO",90,109,99,"4.2",61,1,0,1,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$2 to $5 billion (USD)"
"Data Scientist","Novetta","Herndon","VA",101,165,133,"4.5",12,1,0,1,0,"Enterprise Software & Network Solutions","Information Technology","$100 to $500 million (USD)"
"Experienced Data Scientist","Guzman & Griffin Technologies (GGTI)","Washington","DC",101,165,133,"4.4",27,1,1,1,1,"Federal Agencies","Government","Unknown / Non-Applicable"
"Machine Learning Engineer","Radical Convergence","Reston","VA",101,165,133,"-1",NULL,1,0,0,0,"-1","-1","-1"
"Data Scientist","Leidos","Fort Meade","MD",101,165,133,"3.5",55,0,0,0,0,"Aerospace & Defense","Aerospace & Defense","$10+ billion (USD)"
"Data Scientist","Demandbase","San Francisco","CA",101,165,133,"4.5",18,1,1,0,0,"Computer Hardware & Software","Information Technology","$100 to $500 million (USD)"
"Say Business Data Analyst","Shelter Insurance","Columbia","MO",101,165,133,"4.1",78,1,1,1,1,"Insurance Carriers","Insurance","$1 to $2 billion (USD)"
"Geospatial Data Scientist","Maxar Technologies","Chantilly","VA",101,165,133,"3.5",NULL,0,0,0,0,"Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)"
"Data Analyst","USAC","Washington","DC",101,165,133,"2.7",27,1,1,1,0,"Telecommunications Services","Telecommunications","$25 to $50 million (USD)"
"Computational Scientist","General Dynamics Information Technology","Vicksburg","MS",101,165,133,"3.4",28,0,0,0,0,"IT Services","Information Technology","$10+ billion (USD)"
"Data Scientist","Offerpad","Chandler","AZ",101,165,133,"4.4",9,1,1,1,0,"Real Estate","Real Estate","Unknown / Non-Applicable"
"Senior Data Analyst","Autodesk","San Francisco","CA",101,165,133,"4.0",42,1,1,0,0,"Computer Hardware & Software","Information Technology","$2 to $5 billion (USD)"
"Senior Data Analyst","Autodesk","San Francisco","CA",101,165,133,"4.2",56,1,1,0,1,"Research & Development","Business Services","$1 to $2 billion (USD)"
"Data Engineer","Magna International Inc.","Birmingham","AL",101,165,133,"3.5",67,1,1,0,0,"-1","-1","$10+ billion (USD)"
"Sr Data Analyst","United BioSource","Blue Bell","PA",101,165,133,"2.3",21,0,1,1,1,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)"
"Data Scientist","Kelly","Chicago","IL",101,165,133,"3.4",78,0,0,1,0,"Staffing & Outsourcing","Business Services","$5 to $10 billion (USD)"
"Machine Learning Scientist - Bay Area, CA","Tempus Labs","Redwood City","CA",101,165,133,"3.3",9,1,1,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable"
"Data Scientist","C3.ai","Redwood City","CA",101,165,133,"4.7",15,1,0,1,0,"Enterprise Software & Network Solutions","Information Technology","$100 to $500 million (USD)"
"Senior Data Scientist - Algorithms","Quartet Health","New York","NY",101,165,133,"3.9",10,1,0,0,0,"Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable"
"Data Analyst","Midland Credit Management","San Diego","CA",101,165,133,"3.3",71,1,1,1,0,"Banks & Credit Unions","Finance","$1 to $2 billion (USD)"
"Senior Data & Machine Learning Scientist","Tempus Labs","Chicago","IL",101,165,133,"3.3",9,1,1,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable"
"Data Engineer","Resurgent Capital Services","Cincinnati","OH",101,165,133,"4.4",26,1,1,1,0,"Venture Capital & Private Equity","Finance","$50 to $100 million (USD)"
"Data Scientist - Statistics, Early Career","PNNL","Richland","WA",56,97,76,"3.7",59,0,0,1,0,"Energy","Oil, Gas, Energy & Utilities","$500 million to $1 billion (USD)"
"Data Scientist","Buckman","Memphis","TN",56,97,76,"3.5",79,1,1,0,0,"Chemical Manufacturing","Manufacturing","$500 million to $1 billion (USD)"
"Machine Learning Engineer","Buckman","Memphis","TN",56,97,76,"3.6",57,1,0,0,0,"Federal Agencies","Government","$50 to $100 million (USD)"
"Research Scientist - Patient-Centered Research (Remote)","Evidera","Bethesda","MD",56,97,76,"3.8",11,0,0,1,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)"
"Jr. Business Data Analyst (position added 6/12/2020)","webfx.com","Harrisburg","PA",56,97,76,"4.7",27,0,0,1,0,"Advertising & Marketing","Business Services","$25 to $50 million (USD)"
"Sr. Data Scientist II","Argo Group US","New York","NY",56,97,76,"3.5",76,1,1,0,0,"Insurance Carriers","Insurance","$1 to $2 billion (USD)"
"Data Scientist","BWX Technologies","Oak Ridge","TN",56,97,76,"3.3",174,1,0,0,0,"Aerospace & Defense","Aerospace & Defense","$500 million to $1 billion (USD)"
"Senior Data Analyst","Life360","San Francisco","CA",56,97,76,"3.9",16,1,1,0,1,"Internet","Information Technology","Unknown / Non-Applicable"
"Lead Data Scientist","MassMutual","Boston","MA",56,97,76,"3.7",173,1,1,0,0,"Insurance Carriers","Insurance","$10+ billion (USD)"
"Production Engineer - Statistics/Data Analysis","Natera","San Carlos","CA",56,97,76,"3.9",20,1,0,1,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)"
"Statistical Scientist","Genentech","South San Francisco","CA",56,97,76,"4.0",48,1,0,1,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)"
"Computational Behavioral Scientist","Ntrepid","Herndon","VA",56,97,76,"4.2",14,1,1,0,0,"IT Services","Information Technology","$50 to $100 million (USD)"
"Principal Data Scientist - Machine Learning","Constant Contact","Waltham","MA",56,97,76,"3.6",29,1,0,1,0,"Advertising & Marketing","Business Services","Unknown / Non-Applicable"
"Principal Machine Learning Scientist","Sage Intacct","San Francisco","CA",56,97,76,"4.7",25,1,1,0,0,"Computer Hardware & Software","Information Technology","Unknown / Non-Applicable"
"Data Engineer","Shape Security","Santa Clara","CA",56,97,76,"4.1",13,1,0,0,0,"IT Services","Information Technology","Unknown / Non-Applicable"
