"job_title","company_name","job_city","job_state","min_salary_k","max_salary_k","avg_salary_k","rating","company_age","python_yn","sql_yn","excel_yn","tableau_yn","industry","sector","revenue"
"Principal Data Scientist","AstraZeneca","Gaithersburg","MD",56,97,76,"4.0",111,1,0,1,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)"
"Data Scientist","SkillSoniq","San Francisco","CA",56,97,76,"5.0",NULL,1,1,0,0,"-1","-1","Unknown / Non-Applicable"
"Senior Data Scientist - R&D Oncology","AstraZeneca","New York","NY",56,97,76,"4.0",111,1,0,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)"
"Data Scientist","Joby Aviation","San Carlos","CA",56,97,76,"4.3",NULL,1,1,1,0,"-1","-1","Unknown / Non-Applicable"
"Health Plan Data Analyst, Sr","Cook Children's Health Care System","Fort Worth","TX",56,97,76,"3.8",106,0,0,0,0,"Health Care Services & Hospitals","Health Care","$100 to $500 million (USD)"
"Principal Scientist/Associate Director, Quality Control and Analytical Technologies","Rubius Therapeutics","Smithfield","RI",56,97,76,"3.8",11,0,0,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)"
"Analytics - Business Assurance Data Analyst","GreatAmerica Financial Services","Cedar Rapids","IA",56,97,76,"4.6",32,0,1,1,1,"Lending","Finance","$100 to $500 million (USD)"
"Data Scientist - Contract","Upside Business Travel","Remote","",79,106,92,"4.1",9,1,0,0,0,"Internet","Information Technology","Unknown / Non-Applicable"
"Data Scientist","Spectrum Communications and Consulting","Chicago","IL",79,106,92,"3.4",32,0,1,0,0,"Advertising & Marketing","Business Services","$10 to $25 million (USD)"
"Data Scientist","Coverent","McLean","VA",79,106,92,"4.1",16,1,0,1,0,"Consulting","Business Services","$10 to $25 million (USD)"
"Machine Learning Engineer","Mteq","Fort Belvoir","VA",79,106,92,"3.7",70,1,0,0,0,"Aerospace & Defense","Aerospace & Defense","$100 to $500 million (USD)"
"Data Engineer","Rocket Lawyer","San Francisco","CA",79,106,92,"4.4",16,1,1,1,0,"Computer Hardware & Software","Information Technology","$50 to $100 million (USD)"
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab","Novartis","Cambridge","MA",79,106,92,"3.9",28,0,0,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)"
"Data Engineer","Alion Science & Technology","Linthicum Heights","MD",79,106,92,"3.6",23,1,1,1,0,"Research & Development","Business Services","$1 to $2 billion (USD)"
"Data Science Instructor","Novetta","Herndon","VA",79,106,92,"4.5",12,0,0,1,0,"Enterprise Software & Network Solutions","Information Technology","$100 to $500 million (USD)"
"Senior Business Intelligence Analyst","Protolabs","Maple Plain","MN",79,106,92,"3.7",25,0,1,0,0,"Miscellaneous Manufacturing","Manufacturing","$100 to $500 million (USD)"
"In-Line Inspection Data Analyst","Quest Integrity","Tulsa","OK",79,106,92,"2.9",28,0,0,1,0,"Oil & Gas Services","Oil, Gas, Energy & Utilities","$50 to $100 million (USD)"
"Data Scientist - TS/SCI FSP or CI Required","Phoenix Operations Group","Annapolis Junction","MD",79,106,92,"5.0",13,1,0,0,0,"IT Services","Information Technology","$1 to $5 million (USD)"
"Data Scientist","Dice.com","Newton","MA",79,106,92,"3.4",34,1,1,1,0,"Staffing & Outsourcing","Business Services","$100 to $500 million (USD)"
"Senior Data Scientist","Maxar Technologies","Herndon","VA",79,106,92,"3.5",NULL,1,1,1,0,"Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)"
"Data Scientist - TS/SCI Required","Phoenix Operations Group","Baltimore","MD",79,106,92,"5.0",13,1,0,0,0,"IT Services","Information Technology","$1 to $5 million (USD)"
"Data Science Software Engineer","Klaviyo","Boston","MA",79,106,92,"4.8",12,1,0,0,0,"Computer Hardware & Software","Information Technology","Unknown / Non-Applicable"
"ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR","Southwest Research Institute","Oklahoma City","OK",79,106,92,"3.9",77,1,0,1,0,"Research & Development","Business Services","$500 million to $1 billion (USD)"
"AI Ops Data Scientist","AstraZeneca","Gaithersburg","MD",79,106,92,"4.0",111,1,1,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)"
"Intelligence Data Analyst, Senior","The Buffalo Group","Fort Belvoir","VA",79,106,92,"4.3",14,1,0,0,0,"IT Services","Information Technology","$100 to $500 million (USD)"
"Analytics Manager - Data Mart","Central California Alliance for Health","Scotts Valley","CA",79,106,92,"3.5",28,0,1,0,1,"Health Care Services & Hospitals","Health Care","$500 million to $1 billion (USD)"
"Data Modeler (Analytical Systems)","MassMutual","Boston","MA",79,106,92,"3.7",173,0,1,1,0,"Insurance Carriers","Insurance","$10+ billion (USD)"
"Senior Machine Learning Scientist - Bay Area, CA","Tempus Labs","Redwood City","CA",79,106,92,"3.3",9,1,1,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable"
"Report Writer-Data Analyst","Security Finance Corporation of Spartanburg","Spartanburg","SC",79,106,92,"3.1",69,0,1,0,0,"Lending","Finance","Unknown / Non-Applicable"
"Data Scientist/Machine Learning","PulsePoint","New York","NY",71,123,97,"4.3",13,1,0,0,0,"Internet","Information Technology","$100 to $500 million (USD)"
"Data Scientist - Risk","LSQ","Orlando","FL",71,123,97,"4.2",28,1,0,1,1,"Investment Banking & Asset Management","Finance","$100 to $500 million (USD)"
"Data Engineer","Resurgent Capital Services","Cincinnati","OH",71,123,97,"4.4",26,1,1,1,0,"Venture Capital & Private Equity","Finance","$50 to $100 million (USD)"
"Staff Data Scientist - Pricing","Opendoor","San Francisco","CA",71,123,97,"3.6",10,1,1,0,0,"Real Estate","Real Estate","$2 to $5 billion (USD)"
"Data Scientist","Global Data Management Inc","Hartford","CT",71,123,97,"4.5",16,1,1,0,0,"IT Services","Information Technology","$5 to $10 million (USD)"
"Data Scientist","Photon Infotech","Chicago","IL",71,123,97,"3.0",25,1,1,1,0,"IT Services","Information Technology","$100 to $500 million (USD)"
"Data Scientist","REE","United States","",71,123,97,"5.0",6,1,0,0,0,"Transportation Equipment Manufacturing","Manufacturing","Unknown / Non-Applicable"
"Machine Learning Engineer","Riverside Research Institute","Beavercreek","OH",71,123,97,"3.6",57,1,0,0,0,"Federal Agencies","Government","$50 to $100 million (USD)"
"Equity Data Insights Analyst - Quantitative Analyst","T. Rowe Price","Baltimore","MD",71,123,97,"3.6",87,1,0,1,1,"Investment Banking & Asset Management","Finance","$2 to $5 billion (USD)"
"Data Scientist","Encode, Inc.","Norfolk","VA",71,123,97,"-1",NULL,0,0,1,0,"IT Services","Information Technology","$5 to $10 million (USD)"
"Research Scientist - Patient-Centered Research (Remote)","Evidera","Bethesda","MD",71,123,97,"3.8",11,0,0,1,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)"
"Data Scientist","BWX Technologies","Oak Ridge","TN",71,123,97,"3.3",174,1,0,0,0,"Aerospace & Defense","Aerospace & Defense","$500 million to $1 billion (USD)"
"Operations Data Analyst","Brighthouse Financial","Charlotte","NC",71,123,97,"3.8",7,0,0,0,0,"Insurance Carriers","Insurance","Unknown / Non-Applicable"
"Sr. Data Scientist II","Argo Group US","New York","NY",71,123,97,"3.5",76,1,1,0,0,"Insurance Carriers","Insurance","$1 to $2 billion (USD)"
"Data Scientist","II-VI Incorporated","Champaign","IL",71,123,97,"3.3",53,0,1,1,0,"Telecommunications Manufacturing","Telecommunications","$1 to $2 billion (USD)"
"Data Scientist","Surya Systems","San Francisco","CA",71,123,97,"4.6",NULL,1,1,0,1,"Computer Hardware & Software","Information Technology","Less than $1 million (USD)"
"Data Scientist","PayPal","Texas","",71,123,97,"3.8",26,1,0,1,0,"Internet","Information Technology","$10+ billion (USD)"
"Senior Data Analyst","Life360","San Francisco","CA",71,123,97,"3.9",16,1,1,0,1,"Internet","Information Technology","Unknown / Non-Applicable"
"Data Scientist","Predictive Research Inc","Plano","TX",71,123,97,"3.9",NULL,1,0,0,0,"Consulting","Business Services","Unknown / Non-Applicable"
"Data Scientist","Oversight Systems","Atlanta","GA",90,124,107,"4.7",21,1,1,1,0,"Computer Hardware & Software","Information Technology","$25 to $50 million (USD)"
"Senior Research Statistician- Data Scientist","Acuity Insurance","Sheboygan","WI",90,124,107,"4.8",99,0,0,0,0,"Insurance Carriers","Insurance","$1 to $2 billion (USD)"
"Software Data Engineer","1010data","New York","NY",90,124,107,"3.1",24,1,1,1,0,"Computer Hardware & Software","Information Technology","$50 to $100 million (USD)"
"Data Scientist","Gigya","Palo Alto","CA",90,124,107,"3.6",18,0,0,0,0,"Enterprise Software & Network Solutions","Information Technology","$10 to $25 million (USD)"
"Real World Evidence (RWE) Scientist","Genesis Research","Hoboken","NJ",90,124,107,"5.0",15,1,1,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable"
"Data Scientist","Sanofi","Cambridge","MA",90,124,107,"3.7",51,1,1,0,1,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)"
"Data Scientist","XPO Logistics","Lebanon","IN",90,124,107,"3.7",13,1,1,0,0,"Transportation Management","Transportation & Logistics","$10+ billion (USD)"
"Data Scientist","Trace Data","Oakland","CA",90,124,107,"3.9",24,1,1,0,0,"Insurance Carriers","Insurance","$10 to $25 million (USD)"
"Data Scientist","Descript","San Francisco","CA",90,124,107,"4.3",NULL,1,0,0,0,"-1","-1","Less than $1 million (USD)"
"Computer Scientist 1","Rincon Research Corporation","Melbourne","FL",90,124,107,"4.2",41,1,0,0,0,"Aerospace & Defense","Aerospace & Defense","$50 to $100 million (USD)"
"Lead Data Scientist","MassMutual","Boston","MA",90,124,107,"3.7",173,1,1,0,0,"Insurance Carriers","Insurance","$10+ billion (USD)"
"Data Scientist","Better Hire","Birmingham","AL",90,124,107,"4.0",NULL,0,1,0,0,"-1","-1","Unknown / Non-Applicable"
"Data Scientist","Parker Hannifin","Cleveland","OH",90,124,107,"3.3",107,1,1,1,0,"Industrial Manufacturing","Manufacturing","$10+ billion (USD)"
"Data Scientist","Gallup","New York","NY",90,124,107,"4.1",89,1,0,1,0,"Consulting","Business Services","Unknown / Non-Applicable"
"Data Scientist","Insider Inc","New York","NY",90,124,107,"3.3",17,1,0,1,0,"News Outlet","Media","$50 to $100 million (USD)"
"Data Scientist","Rapid Value Solutions","San Francisco","CA",90,124,107,"3.9",15,1,1,0,0,"IT Services","Information Technology","Unknown / Non-Applicable"
"Environmental Data Science","Battelle","Norwell","MA",90,124,107,"3.1",95,0,1,1,0,"Research & Development","Business Services","$5 to $10 billion (USD)"
"Computational Behavioral Scientist","Ntrepid","Herndon","VA",90,124,107,"4.2",14,1,1,0,0,"IT Services","Information Technology","$50 to $100 million (USD)"
"Data Scientist","The Drive Media, Inc.","New York","NY",90,124,107,"5.0",NULL,1,1,1,0,"-1","-1","Unknown / Non-Applicable"
"Staff BI and Data Engineer","Affinity Solutions","San Jose","CA",90,124,107,"2.9",26,1,1,0,1,"Advertising & Marketing","Business Services","Unknown / Non-Applicable"
"Principal Machine Learning Scientist","Sage Intacct","San Francisco","CA",90,124,107,"4.7",25,1,1,0,0,"Computer Hardware & Software","Information Technology","Unknown / Non-Applicable"
"Director of Data Science","Analysis Group","Boston","MA",91,150,120,"3.8",43,1,1,1,0,"Consulting","Business Services","$100 to $500 million (USD)"
"Data Scientist","US Pharmacopeia","Rockville","MD",91,150,120,"3.2",204,1,1,1,1,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)"
"Data Scientist","Itlize Global","Piscataway","NJ",91,150,120,"4.6",14,1,0,0,0,"IT Services","Information Technology","$10 to $25 million (USD)"
"Data Scientist","eBay","San Jose","CA",91,150,120,"3.5",29,1,1,0,1,"Internet","Information Technology","$10+ billion (USD)"
"Data Engineer, Digital & Comp Pathology","Paige","New York","NY",91,150,120,"5.0",6,1,1,1,0,"Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable"
"Data Engineer","Shape Security","Santa Clara","CA",91,150,120,"4.1",13,1,0,0,0,"IT Services","Information Technology","Unknown / Non-Applicable"
"Manager / Lead, Data Science & Analytics","ABIOMED","Danvers","MA",91,150,120,"4.1",43,1,1,1,1,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)"
"Data Scientist","Comcast","New York","NY",91,150,120,"3.5",61,1,1,0,1,"-1","-1","$10+ billion (USD)"
"Data Scientist","Metronome, LLC","Vienna","VA",91,150,120,"3.2",13,1,1,0,0,"IT Services","Information Technology","$10 to $25 million (USD)"
"Data Scientist","SkillSoniq","San Francisco","CA",91,150,120,"5.0",NULL,1,1,0,0,"-1","-1","Unknown / Non-Applicable"
"Data Scientist","Lawrence Livermore National Lab","Livermore","CA",91,150,120,"4.7",72,1,0,1,0,"Federal Agencies","Government","$1 to $2 billion (USD)"
"Diversity and Inclusion Data Analyst","FHLBank Pittsburgh","Pittsburgh","PA",91,150,120,"3.8",92,0,0,0,1,"Banks & Credit Unions","Finance","$1 to $2 billion (USD)"
"Data Scientist","Jacobs","Herndon","VA",91,150,120,"3.6",77,1,1,0,1,"Architectural & Engineering Services","Business Services","$10+ billion (USD)"
"Data Scientist","Klaviyo","Boston","MA",91,150,120,"4.8",12,0,0,0,0,"Computer Hardware & Software","Information Technology","Unknown / Non-Applicable"
"Data Scientist","Underwriters Laboratories","Northbrook","IL",91,150,120,"3.3",130,0,0,0,0,"Consulting","Business Services","$2 to $5 billion (USD)"
"Data Scientist","Altus Group","Irvine","CA",91,150,120,"3.7",19,1,1,1,1,"Real Estate","Real Estate","$100 to $500 million (USD)"
"Data Scientist","Jobot","Irvine","CA",91,150,120,"5.0",6,1,1,1,1,"Staffing & Outsourcing","Business Services","$25 to $50 million (USD)"
"Data Scientist","Trovetechs Inc","San Francisco","CA",91,150,120,"-1",NULL,0,0,0,0,"-1","-1","Unknown / Non-Applicable"
"Senior Analyst/Data Scientist","Edmunds.com","Santa Monica","CA",141,225,183,"3.4",58,1,1,1,1,"Internet","Information Technology","$100 to $500 million (USD)"
"Data Scientist","Cohere Health","Boston","MA",141,225,183,"5.0",5,1,1,1,0,"IT Services","Information Technology","Unknown / Non-Applicable"
"Data Scientist","Trovetechs Inc","San Francisco","CA",141,225,183,"-1",NULL,0,0,0,0,"-1","-1","Unknown / Non-Applicable"
"Senior Data Scientist - R&D Oncology","AstraZeneca","New York","NY",141,225,183,"4.0",111,1,0,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)"
"Data Scientist","Oshkosh Corporation","Oshkosh","WI",141,225,183,"4.2",107,1,1,1,0,"Transportation Equipment Manufacturing","Manufacturing","$5 to $10 billion (USD)"
"Data Scientist","Joby Aviation","San Carlos","CA",141,225,183,"4.3",NULL,1,1,1,0,"-1","-1","Unknown / Non-Applicable"
"Data Scientist","PeopleCom","McLean","VA",79,133,106,"5.0",NULL,1,1,0,0,"-1","-1","$1 to $5 million (USD)"
"Data Scientist","Mackin","Menlo Park","CA",141,225,183,"3.4",64,1,1,0,0,"Architectural & Engineering Services","Business Services","$10 to $25 million (USD)"
"Data Scientist","PETADATA","San Francisco","CA",141,225,183,"-1",NULL,1,1,1,1,"-1","-1","Unknown / Non-Applicable"
"Data Scientist","VBeyond Corporation","Dallas","TX",141,225,183,"4.4",18,1,0,0,0,"Staffing & Outsourcing","Business Services","$5 to $10 million (USD)"
"Data Scientist Machine Learning","Leidos","Arlington","VA",141,225,183,"3.5",55,1,0,0,0,"Aerospace & Defense","Aerospace & Defense","$10+ billion (USD)"
"Data Scientist","Take-Two","San Francisco","CA",141,225,183,"3.7",31,1,1,1,1,"Video Games","Media","$1 to $2 billion (USD)"
"Data Scientist","Colony Brands","Monroe","WI",141,225,183,"3.7",NULL,1,1,0,0,"Food & Beverage Stores","Retail","$100 to $500 million (USD)"
"Data Scientist","Capio Group","Sacramento","CA",141,225,183,"4.1",NULL,1,1,0,0,"Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable"
"Data Scientist","SleePare","New York","NY",141,225,183,"3.4",7,1,1,0,0,"Other Retail Stores","Retail","Unknown / Non-Applicable"
"Data Analyst","ShorePoint","Reston","VA",141,225,183,"4.5",7,0,1,1,1,"IT Services","Information Technology","Unknown / Non-Applicable"
"Data Scientist","Dolphin","New York","NY",141,225,183,"3.5",34,1,1,0,0,"Hotels, Motels, & Resorts","Travel & Tourism","Unknown / Non-Applicable"
"Data Scientist","TE Connectivity","Hampton","VA",141,225,183,"3.6",17,0,0,0,0,"Electrical & Electronic Manufacturing","Manufacturing","$10+ billion (USD)"
"Data Scientist","State of Virginia","Richmond","VA",141,225,183,"3.2",236,1,1,0,0,"State & Regional Agencies","Government","$10+ billion (USD)"
"Data Scientist","TA Digital","New York","NY",141,225,183,"3.7",24,1,1,0,0,"Computer Hardware & Software","Information Technology","$25 to $50 million (USD)"
"Data Scientist","Market America Inc","Monterey","CA",141,225,183,"4.0",32,1,0,1,0,"Other Retail Stores","Retail","$100 to $500 million (USD)"
"Data Scientist","Triplebyte","Chicago","IL",145,225,185,"3.2",9,0,0,0,0,"Computer Hardware & Software","Information Technology","Unknown / Non-Applicable"
"Data Scientist","Kingfisher Systems","McLean","VA",145,225,185,"4.5",19,1,1,0,1,"Federal Agencies","Government","$25 to $50 million (USD)"
"Chief Scientist","TrueAccord","Remote","",145,225,185,"3.4",11,1,0,0,0,"Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable"
"Data Scientist","ALTA IT Services","Woodlawn","MD",145,225,185,"3.9",20,1,1,0,1,"IT Services","Information Technology","$10 to $25 million (USD)"
"Data Scientist","Kollasoft Inc.","United States","",145,225,185,"3.2",NULL,1,0,1,0,"IT Services","Information Technology","$1 to $5 million (USD)"
"Data Scientist","Kollasoft Inc.","New York","NY",145,225,185,"5.0",NULL,1,0,1,0,"-1","-1","Unknown / Non-Applicable"
"Data Scientist","ASRC Federal Holding Company","Reston","VA",145,225,185,"3.4",21,0,0,1,0,"Aerospace & Defense","Aerospace & Defense","$500 million to $1 billion (USD)"
"Data Scientist","Adwait Algorithm","New York","NY",145,225,185,"4.4",9,1,1,0,0,"IT Services","Information Technology","Unknown / Non-Applicable"
"Health Plan Data Analyst, Sr","Cook Children's Health Care System","Fort Worth","TX",145,225,185,"3.8",106,0,0,0,0,"Health Care Services & Hospitals","Health Care","$100 to $500 million (USD)"
"Principal Scientist/Associate Director, Quality Control and Analytical Technologies","Rubius Therapeutics","Smithfield","RI",145,225,185,"3.8",11,0,0,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$100 to $500 million (USD)"
"Data Scientist","Cambridge FX","Atlanta","GA",145,225,185,"3.5",32,1,0,1,1,"Financial Transaction Processing","Finance","$100 to $500 million (USD)"
"Senior Data Scientist","Metromile","San Francisco","CA",145,225,185,"3.8",13,1,1,0,0,"Insurance Carriers","Insurance","Unknown / Non-Applicable"
"Data Scientist","Criteo","Ann Arbor","MI",145,225,185,"3.9",19,1,0,0,0,"Internet","Information Technology","$2 to $5 billion (USD)"
"Data Scientist","Advance Sourcing Concepts","Pittsburgh","PA",145,225,185,"3.4",NULL,1,1,0,0,"-1","-1","$1 to $5 million (USD)"
"Data Scientist","Enterprise Solutions Inc","New York","NY",145,225,185,"3.8",24,1,0,1,1,"Staffing & Outsourcing","Business Services","$25 to $50 million (USD)"
"Analytics - Business Assurance Data Analyst","GreatAmerica Financial Services","Cedar Rapids","IA",145,225,185,"4.6",32,0,1,1,1,"Lending","Finance","$100 to $500 million (USD)"
"Data Scientist","Microagility","New York","NY",145,225,185,"-1",NULL,0,1,1,0,"Consulting","Business Services","$1 to $5 million (USD)"
"Data Scientist","Conch Technologies, Inc","Concord","CA",145,225,185,"4.6",NULL,0,0,0,0,"Consulting","Business Services","$5 to $10 million (USD)"
"Development Scientist, Voltaren","GSK","Richmond","VA",145,225,185,"3.9",194,0,0,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)"
"Data Scientist","Rainmaker Resources, LLC","Cincinnati","OH",145,225,185,"-1",NULL,0,0,1,0,"-1","-1","Unknown / Non-Applicable"
"Data Scientist","GovTech","San Francisco","CA",79,147,113,"3.7",8,1,0,1,1,"Federal Agencies","Government","Unknown / Non-Applicable"
"Data Scientist","Intellectual Ventures","Bellevue","WA",79,147,113,"3.3",24,1,0,1,0,"Investment Banking & Asset Management","Finance","Unknown / Non-Applicable"
"Data Engineer","Rocket Lawyer","San Francisco","CA",79,147,113,"4.4",16,1,1,1,0,"Computer Hardware & Software","Information Technology","$50 to $100 million (USD)"
"Data Scientist","22nd Century Technologies","Oakland","CA",79,147,113,"3.7",27,0,1,0,0,"IT Services","Information Technology","$25 to $50 million (USD)"
"Data Scientist","Blue Icy Water, LLC","United States","",79,133,106,"-1",NULL,0,0,1,0,"-1","-1","Unknown / Non-Applicable"
"Data Scientist","Huxley","San Francisco","CA",79,147,113,"3.3",29,1,0,0,0,"Staffing & Outsourcing","Business Services","$25 to $50 million (USD)"
"Data Scientist","FM Systems","Boston","MA",79,147,113,"3.4",40,1,1,1,0,"Computer Hardware & Software","Information Technology","$5 to $10 million (USD)"
"Data Scientist","B4Corp","Reston","VA",79,147,113,"-1",NULL,1,1,1,0,"IT Services","Information Technology","Unknown / Non-Applicable"
"Machine Learning Engineer","Mteq","Fort Belvoir","VA",79,147,113,"3.7",70,1,0,0,0,"Aerospace & Defense","Aerospace & Defense","$100 to $500 million (USD)"
"Principal Data & Analytics Platform Engineer","Blue Cross and Blue Shield of North Carolina","Durham","NC",79,147,113,"3.7",91,1,1,1,0,"Insurance Carriers","Insurance","$5 to $10 billion (USD)"
"Machine Learning Engineer/Scientist","Jane Street","New York","NY",79,147,113,"4.8",24,0,0,0,0,"Investment Banking & Asset Management","Finance","Unknown / Non-Applicable"
"Data Scientist","SSATI","McLean","VA",79,147,113,"5.0",21,1,1,1,0,"Computer Hardware & Software","Information Technology","$10 to $25 million (USD)"
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab","Novartis","Cambridge","MA",79,147,113,"3.9",28,0,0,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)"
"Data Scientist","Solving IT International Inc","Chicago","IL",79,147,113,"3.4",NULL,0,0,1,0,"-1","-1","Unknown / Non-Applicable"
"Data Scientist","The Davey Tree Expert Company","Kent","OH",79,147,113,"3.3",144,1,1,1,0,"Timber Operations","Agriculture & Forestry","$1 to $2 billion (USD)"
"Data Scientist","Centauri","Reston","VA",79,147,113,"4.6",25,0,1,0,0,"Aerospace & Defense","Aerospace & Defense","$100 to $500 million (USD)"
"Data Scientist","Stride Search","San Francisco","CA",79,147,113,"-1",NULL,1,0,0,0,"-1","-1","Less than $1 million (USD)"
"Machine Learning Engineer","Software Engineering Institute","Pittsburgh","PA",79,147,113,"2.6",40,1,0,0,0,"Colleges & Universities","Education","Unknown / Non-Applicable"
"Data Analyst - Unilever Prestige","Dermalogica","Carson","CA",79,147,113,"3.8",38,1,1,0,1,"Consumer Products Manufacturing","Manufacturing","$100 to $500 million (USD)"
"Data Scientist","TechProjects","New York","NY",79,147,113,"4.8",13,1,1,1,1,"IT Services","Information Technology","Unknown / Non-Applicable"
"VP, Data Science","7Park Data","New York","NY",79,147,113,"3.9",12,1,0,1,0,"Research & Development","Business Services","Unknown / Non-Applicable"
"Data Scientist","Netskope","Santa Clara","CA",122,146,134,"4.0",12,1,0,1,0,"Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable"
"Data Scientist","Eversight","Palo Alto","CA",122,146,134,"4.2",11,1,0,0,0,"Enterprise Software & Network Solutions","Information Technology","$10 to $25 million (USD)"
"Senior Business Intelligence Analyst","Protolabs","Maple Plain","MN",122,146,134,"3.7",25,0,1,0,0,"Miscellaneous Manufacturing","Manufacturing","$100 to $500 million (USD)"
"Data Scientist","Ameritas Life Insurance Corp","Cincinnati","OH",122,146,134,"3.0",137,0,0,0,0,"Insurance Agencies & Brokerages","Insurance","$2 to $5 billion (USD)"
"Data Engineer - Kafka","Western Digital","San Jose","CA",122,146,134,"3.5",54,1,0,0,0,"Computer Hardware & Software","Information Technology","$10+ billion (USD)"
"Data Scientist","Shimento, Inc.","Santa Clara","CA",122,146,134,"2.9",NULL,1,1,0,0,"-1","-1","$1 to $5 million (USD)"
"Data Scientist","Farmer's Business Network, Inc.","San Carlos","CA",79,133,106,"3.5",10,1,0,1,0,"Farm Support Services","Agriculture & Forestry","Unknown / Non-Applicable"
"Data Scientist","Averity","New York","NY",122,146,134,"5.0",10,0,0,0,0,"Staffing & Outsourcing","Business Services","Unknown / Non-Applicable"
"Data Scientist","Praxis Engineering","Chantilly","VA",122,146,134,"4.7",22,0,1,0,0,"Computer Hardware & Software","Information Technology","$100 to $500 million (USD)"
"Data Scientist","Point72 Ventures","Palo Alto","CA",122,146,134,"-1",NULL,0,0,0,0,"-1","-1","-1"
"Decision Scientist","Johns Hopkins University Applied Physics Laboratory","Laurel","MD",122,146,134,"4.5",82,0,0,1,0,"Aerospace & Defense","Aerospace & Defense","$1 to $2 billion (USD)"
"Data Scientist","Cambridge Mobile Telematics","Cambridge","MA",122,146,134,"4.9",14,1,0,0,0,"Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable"
"Data Science All Star Program - Data Engineer Track","Blend360","Columbia","MD",122,146,134,"4.6",22,1,1,0,0,"Consulting","Business Services","Unknown / Non-Applicable"
"Data Scientist - TS/SCI FSP or CI Required","Phoenix Operations Group","Annapolis Junction","MD",122,146,134,"5.0",13,1,0,0,0,"IT Services","Information Technology","$1 to $5 million (USD)"
"Data Analyst","Nolij Consulting","Falls Church","VA",122,146,134,"3.9",12,1,1,1,1,"Consulting","Business Services","$1 to $5 million (USD)"
"Data Scientist","Hatch Data Inc","San Francisco","CA",122,146,134,"-1",NULL,1,0,0,0,"-1","-1","-1"
"Data Scientist","Hatch Data Inc","San Francisco","CA",122,146,134,"-1",NULL,1,0,0,0,"-1","-1","-1"
"Data Scientist","Hatch Data Inc","San Francisco","CA",122,146,134,"-1",NULL,1,0,0,0,"-1","-1","-1"
"Data Scientist","Hatch Data Inc","San Francisco","CA",122,146,134,"-1",NULL,1,0,0,0,"-1","-1","-1"
"Data Scientist","Hatch Data Inc","San Francisco","CA",122,146,134,"-1",NULL,1,0,0,0,"-1","-1","-1"
"Data Scientist","Hatch Data Inc","San Francisco","CA",122,146,134,"-1",NULL,1,0,0,0,"-1","-1","-1"
"Senior Data Scientist","Maxar Technologies","Herndon","VA",122,146,134,"3.5",NULL,1,1,1,0,"Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)"
"Data Scientist","Quick Base","Cambridge","MA",112,116,114,"4.3",25,1,1,1,1,"Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable"
"Data Scientist","Takeda","Cambridge","MA",112,116,114,"3.7",243,1,1,0,0,"Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)"
"Data Scientist","Maxar Technologies","Herndon","VA",112,116,114,"3.5",NULL,1,1,0,1,"Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)"
"ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR","Southwest Research Institute","Oklahoma City","OK",112,116,114,"3.9",77,1,0,1,0,"Research & Development","Business Services","$500 million to $1 billion (USD)"
